,y_test,prediction
5386,191.0846,1068.0
5747,4379.6324,3060.0
6864,3020.0688,3275.0
7833,4482.1656,3222.0
914,2311.6576,2277.0
8050,4175.8976,3920.0
8254,1985.4156,2252.0
7477,75.9012,-1161.0
2254,1569.9564,2742.0
4517,331.5684,773.0
296,583.2408,804.0
6108,5033.448,2716.0
1058,1274.3412,794.0
3163,63.251,-801.0
3805,2182.4924,3053.0
6506,5834.4054,3724.0
8125,3757.1094,4140.0
5140,1757.712,1625.0
5401,1078.596,3187.0
1825,5191.2426,3484.0
7159,878.856,1569.0
800,1108.557,1796.0
8219,605.878,1829.0
6300,2239.0854,1689.0
4153,225.7062,1576.0
6114,5452.902,2796.0
4361,509.337,761.0
2091,1245.046,3736.0
3800,1325.6078,2133.0
4669,2659.871,2618.0
7774,1631.8758,1451.0
7540,154.4656,527.0
2578,2648.5524,2219.0
88,661.8052,1808.0
5311,1959.4494,3378.0
4446,4106.6544,2756.0
4405,873.5296,1850.0
2038,1470.0864,2937.0
1740,218.3824,1305.0
527,323.5788,642.0
2688,1860.2452,1496.0
4304,865.54,756.0
3401,2679.845,1740.0
2986,5001.4896,2892.0
5028,2079.9592,1656.0
4111,790.9704,732.0
5172,1685.8056,2169.0
900,143.147,296.0
4589,1543.3244,1869.0
178,42.6112,-857.0
7632,41.9454,-1186.0
486,942.7728,1936.0
3495,2918.8672,2904.0
2165,2409.5302,3173.0
583,347.5476,2789.0
492,4262.4516,2949.0
5375,1444.786,1694.0
910,727.0536,748.0
8048,1098.57,658.0
4309,2694.4926,2308.0
3476,2956.152,3029.0
5729,474.0496,-46.0
3210,5386.9878,2966.0
2536,1018.674,2244.0
7030,249.0092,177.0
31,2741.7644,1303.0
5029,1133.1916,1013.0
3642,4474.176,3180.0
5975,2646.555,2707.0
438,1929.4884,3421.0
5971,808.947,834.0
4603,1787.0072,1331.0
6099,567.2616,489.0
4148,1201.769,2274.0
1444,884.1824,1436.0
4765,3167.8764,3657.0
3969,1886.8772,2292.0
4773,3131.9232,3014.0
833,181.7634,978.0
6173,2553.343,3114.0
6699,753.6856,901.0
7438,788.973,2185.0
1590,435.4332,1505.0
6382,2059.9852,2041.0
5596,2708.4744,2531.0
8002,5033.448,3845.0
7117,3918.8988,3401.0
4122,1549.9824,2061.0
3612,3149.234,2080.0
6071,1267.6832,1416.0
2355,4653.942,2404.0
4492,2436.828,2008.0
6117,2940.1728,2853.0
5711,1877.556,2075.0
5774,3346.3108,3909.0
300,3251.7672,2503.0
3062,4301.068,4887.0
6732,2446.815,2484.0
950,1482.7366,1267.0
4758,1105.8938,1394.0
3850,1464.76,2413.0
1443,1491.392,2854.0
2754,2163.85,1339.0
1809,2946.165,2920.0
5767,2049.3324,1910.0
585,1905.5196,1827.0
144,905.488,836.0
2710,2816.334,1495.0
2511,3611.2992,2281.0
143,2676.516,2700.0
4840,1161.1552,2104.0
4777,3375.606,3567.0
1436,3701.1822,4466.0
7687,2069.3064,1565.0
2480,782.9808,1088.0
4406,421.4514,2185.0
6295,2576.646,2079.0
899,1725.7536,3256.0
4901,4986.842,3308.0
4162,2992.771,1712.0
2068,3034.0506,2086.0
4686,1619.2256,1623.0
3390,120.5098,15.0
1445,436.7648,-173.0
8096,1163.8184,1074.0
2562,2223.1062,3730.0
3007,3439.5228,2476.0
6880,3277.0676,2239.0
4221,2783.044,2334.0
2458,2570.6538,3052.0
411,711.0744,1602.0
5551,1659.8394,2632.0
8516,858.882,899.0
2666,1540.6612,1999.0
6793,1704.448,1846.0
1577,2133.2232,3572.0
867,1280.9992,2261.0
8134,1240.3854,1213.0
440,2181.1608,2792.0
1851,3560.6984,2077.0
2841,5851.0504,3318.0
2081,392.822,1216.0
6964,2799.689,1513.0
202,1701.7848,2291.0
303,1134.5232,1442.0
3861,2908.2144,3652.0
7148,82.5592,-550.0
3743,1677.1502,2330.0
4799,454.0756,906.0
6119,4566.0564,3793.0
4271,934.7832,1042.0
2676,4134.618,2594.0
3141,808.947,1402.0
7341,1593.9252,2800.0
1004,1691.7978,2390.0
4547,815.605,1717.0
2759,1540.6612,1784.0
2636,2673.8528,2809.0
5641,2153.1972,2232.0
7854,3635.268,2821.0
2643,5976.2208,3633.0
4428,575.2512,575.0
2762,2858.9452,2276.0
6751,1428.141,1634.0
3160,2175.1686,2470.0
2572,4247.804,3021.0
166,2838.9712,3216.0
7550,832.9158,1426.0
7335,3952.1888,2034.0
7996,379.506,75.0
6233,4860.34,2969.0
1655,1657.842,1863.0
3018,155.1314,581.0
2686,2011.3818,1679.0
1188,778.986,2162.0
2991,1693.7952,1751.0
5663,1174.4712,1727.0
7927,4837.7028,3529.0
236,119.1782,179.0
6965,1877.556,1654.0
1600,1043.9744,1267.0
1829,122.5072,179.0
2156,1768.3648,1866.0
663,3579.3408,1254.0
8168,764.3384,1120.0
3236,818.934,1263.0
779,597.2226,939.0
1605,277.6386,-398.0
199,5359.69,4663.0
5402,1390.1904,1475.0
1480,1188.453,2591.0
556,1637.868,2942.0
7748,1470.0864,1024.0
2181,1677.1502,2303.0
1901,4402.9354,3909.0
2264,2269.0464,2778.0
1471,1274.3412,1782.0
305,2775.7202,3845.0
1579,1867.569,3124.0
2014,559.272,391.0
5297,652.484,987.0
5595,4761.8016,2834.0
7979,3782.4098,3086.0
8009,4229.1616,4094.0
5139,988.0472,1822.0
1726,1761.7068,1996.0
1413,1304.968,1735.0
4040,2150.534,1940.0
5954,4474.176,4464.0
4454,3410.2276,3768.0
3238,4950.8888,3437.0
2660,2290.352,2076.0
5875,2756.412,3239.0
50,3134.5864,2224.0
2990,1230.3984,2658.0
7948,2848.2924,1961.0
8083,2920.1988,2898.0
337,6410.3224,3486.0
6724,1454.1072,2104.0
2997,2103.928,3343.0
4472,365.5242,-35.0
1517,2388.8904,2826.0
7423,1836.2764,1978.0
3079,497.3526,852.0
5681,3781.744,2710.0
4741,2153.1972,1602.0
2555,4301.068,3227.0
3570,1298.31,2180.0
876,2266.3832,2238.0
5575,885.514,1702.0
4427,918.804,2126.0
6211,539.298,774.0
698,761.0094,2019.0
6407,649.8208,861.0
5282,612.536,949.0
7805,5543.4508,3630.0
1630,263.6568,1459.0
3310,284.9624,2363.0
1267,1884.214,2577.0
3795,563.2668,1067.0
1990,426.112,-302.0
7770,2780.3808,1772.0
3252,519.324,-452.0
1638,1478.076,1404.0
8280,4326.3684,3652.0
3794,2037.348,1561.0
4528,1384.1982,1939.0
139,263.6568,188.0
1387,1989.4104,1706.0
8369,1054.6272,2770.0
7128,2908.2144,1998.0
3173,1498.05,1508.0
7723,2766.399,2821.0
4668,1382.2008,1885.0
3485,666.4658,934.0
6492,449.415,574.0
6592,170.4448,749.0
2127,4211.185,2602.0
6092,6474.2392,3580.0
6901,2988.1104,3900.0
128,762.341,2250.0
6607,2966.139,3071.0
4748,2660.5368,2613.0
3451,2302.3364,2608.0
2645,3006.087,2189.0
8374,1789.6704,1286.0
3224,323.5788,661.0
3338,1662.5026,2416.0
3383,1312.2918,768.0
2326,2287.023,3410.0
1793,194.4136,883.0
6474,1547.985,1247.0
6140,2619.2572,3006.0
8294,1925.4936,2351.0
6698,999.3658,823.0
6563,1870.898,2496.0
1019,3131.9232,3961.0
3897,122.5072,114.0
4384,1110.5544,1460.0
5048,524.6504,4096.0
7808,1230.3984,1621.0
7472,2004.058,2191.0
2224,1022.6688,2575.0
8261,621.1914,1172.0
879,1155.8288,857.0
6986,173.108,-686.0
4778,3559.3668,2195.0
5488,1090.5804,2885.0
6149,5890.9984,3114.0
3491,2109.2544,2891.0
1096,2241.0828,2075.0
5805,259.662,1844.0
5364,3903.5854,2596.0
4534,3877.6192,2287.0
2767,185.7582,1478.0
5382,3020.0688,2560.0
6631,442.757,-498.0
6235,1657.842,2485.0
5294,1071.938,3544.0
7629,772.328,1185.0
498,1054.6272,1422.0
7439,2816.334,2483.0
6367,874.8612,388.0
3931,1154.4972,3022.0
5483,524.6504,1699.0
7650,3610.6334,3111.0
6433,2354.2688,2335.0
1823,2812.3392,2802.0
1938,1198.44,1368.0
3546,1054.6272,2068.0
7027,2848.2924,1359.0
1299,2960.1468,2657.0
8409,4090.6752,3684.0
6557,2263.72,1454.0
3911,5033.448,4012.0
3369,1198.44,694.0
3665,918.804,996.0
6443,3994.8,2385.0
7969,77.2328,-1257.0
5862,1061.951,1432.0
7928,1398.8458,1887.0
4424,3171.8712,3859.0
3343,1470.0864,1904.0
150,1034.6532,1088.0
2329,719.064,1212.0
4723,1725.7536,3076.0
2940,508.6712,1935.0
5918,5369.0112,3355.0
5576,1677.1502,2334.0
7491,3175.866,2771.0
8073,1031.99,1636.0
2047,645.1602,630.0
3798,2805.0154,3834.0
6448,1448.115,1412.0
8411,4431.5648,2872.0
285,2267.049,2360.0
911,218.3824,-32.0
2792,327.5736,1855.0
7391,300.9416,380.0
8235,551.2824,1044.0
3639,390.1588,958.0
3898,2749.754,2879.0
6485,2664.5316,1820.0
4582,3495.45,3582.0
1917,2253.0672,2061.0
5237,4725.8484,3455.0
4754,353.5398,1898.0
2221,2769.728,2751.0
6232,2572.6512,1906.0
8319,4210.5192,3537.0
4022,918.804,897.0
6927,2209.1244,2383.0
5233,3751.783,1653.0
4214,3020.7346,3664.0
2362,1069.2748,1612.0
783,3364.9532,2762.0
1491,2380.235,2818.0
1052,2311.6576,2144.0
7951,4218.5088,4167.0
494,1398.8458,2094.0
3888,759.012,739.0
4608,3773.7544,3516.0
2288,2439.4912,2469.0
2695,3704.5112,2157.0
4015,1406.1696,1555.0
4348,2048.6666,1833.0
6096,1747.725,1867.0
6664,4440.886,3245.0
5295,767.0016,1842.0
460,284.2966,636.0
274,2082.6224,1581.0
6545,2184.4898,1683.0
1716,3795.06,2746.0
4526,1853.5872,1779.0
2906,340.2238,778.0
7100,1298.31,1671.0
6556,202.4032,-53.0
8022,5812.434,2922.0
2316,1724.422,3553.0
7105,975.397,1285.0
125,868.869,1386.0
3712,423.4488,1698.0
2908,3731.809,3025.0
1893,661.1394,3197.0
4145,2087.9488,3900.0
6830,1624.552,1540.0
6090,3728.48,3315.0
4929,2036.0164,2587.0
4495,4873.656,4859.0
3100,109.1912,22.0
2345,307.5996,686.0
520,303.6048,566.0
4021,2563.33,3569.0
2380,3418.883,4050.0
5765,4180.5582,2744.0
2849,6196.6006,3516.0
5676,4436.8912,2251.0
3847,1657.842,1654.0
8353,1482.0708,1231.0
1911,575.2512,652.0
5919,6191.94,4781.0
8106,549.9508,837.0
2876,885.514,1153.0
846,948.0992,1172.0
5594,1123.8704,2269.0
8142,2430.17,2578.0
5578,506.008,238.0
215,131.1626,397.0
1349,4567.388,3594.0
5497,3961.51,2350.0
7259,3483.4656,2318.0
5469,3815.034,3933.0
6987,5007.4818,3304.0
7688,4687.232,3516.0
5064,2386.2272,1146.0
2827,1380.8692,1928.0
251,1779.0176,1670.0
4003,1810.976,1737.0
1912,860.2136,986.0
7896,1641.197,2512.0
4338,5704.5744,4012.0
4032,4623.3152,2467.0
8403,3984.1472,2470.0
4417,4149.9314,2641.0
4112,2976.126,2960.0
4262,1255.033,1634.0
6358,1378.206,2357.0
5344,135.8232,-1168.0
2144,660.4736,587.0
2003,649.155,720.0
5874,1864.24,2890.0
5116,4138.6128,2441.0
7696,778.3202,1706.0
3290,3206.4928,1757.0
1797,323.5788,1800.0
1034,75.9012,-1176.0
6100,2259.0594,2356.0
2897,892.172,757.0
3507,288.9572,488.0
937,643.1628,667.0
5793,3588.662,2623.0
4179,2406.867,2535.0
1457,2826.321,3000.0
263,5359.69,3719.0
6875,311.5944,561.0
5854,115.8492,84.0
2243,2037.348,3526.0
4193,2716.464,3015.0
7733,467.3916,435.0
5234,1504.708,1139.0
6094,165.7842,616.0
2152,2348.9424,1990.0
7595,6431.628,3988.0
4876,2354.2688,2095.0
5279,2514.0608,2570.0
7801,2432.8332,2787.0
7079,2556.672,3143.0
4013,4857.6768,3434.0
5467,3972.8286,2465.0
8452,3791.0652,2233.0
1232,4845.0266,3907.0
4157,2141.2128,2666.0
6033,709.077,856.0
5236,6358.39,3873.0
7011,2061.3168,3108.0
4144,5034.7796,3924.0
7443,1348.245,908.0
6440,1113.2176,942.0
8289,2358.2636,1844.0
6879,3956.8494,2865.0
6560,5841.0634,2854.0
763,622.523,915.0
4277,1145.176,906.0
1425,251.6724,750.0
1864,1617.894,1442.0
3628,804.9522,954.0
8418,443.4228,812.0
726,3079.9908,3841.0
5521,3914.904,3811.0
5587,1231.73,1080.0
6372,2846.295,2405.0
2558,585.904,563.0
1169,1537.998,1680.0
7023,5020.132,2958.0
5736,1108.557,2130.0
1725,1193.1136,828.0
5933,631.8442,1900.0
6195,604.5464,2311.0
6789,5932.278,2812.0
2641,4354.332,4479.0
3763,1346.9134,2731.0
7380,4751.8146,2976.0
2800,161.7894,-782.0
4561,2183.824,1644.0
2119,102.5332,-127.0
3950,693.0978,1363.0
4599,161.1236,-614.0
7747,2291.0178,2360.0
1252,189.0872,1191.0
6442,968.739,1026.0
1479,4492.8184,2431.0
7700,970.7364,1529.0
7581,167.7816,-458.0
7519,996.0368,1597.0
4130,327.5736,748.0
1347,2874.9244,2484.0
3189,2748.4224,1796.0
3613,3297.7074,4939.0
872,2641.8944,2565.0
5219,133.8258,715.0
5277,1332.9316,1537.0
716,3745.125,2737.0
5170,1358.232,1648.0
1509,3078.6592,2806.0
8493,4727.18,3083.0
4605,2285.0256,2972.0
6291,441.4254,1785.0
2337,61.2536,-832.0
3617,591.2304,921.0
6956,2125.2336,1564.0
2698,1395.5168,1532.0
6403,2106.5912,2421.0
4722,319.584,772.0
8381,4739.8302,3502.0
5949,1091.912,1668.0
2002,2693.8268,3009.0
2965,3276.4018,2528.0
6810,3589.9936,3469.0
4071,3815.034,3717.0
4565,1665.8316,2961.0
6167,468.7232,1682.0
2989,2073.3012,1830.0
15,1547.3192,869.0
5122,229.0352,-1026.0
6668,4695.2216,1883.0
1894,958.752,979.0
5261,810.9444,1956.0
4575,1965.4416,1708.0
7442,343.5528,902.0
1855,262.3252,83.0
7843,3418.883,4136.0
1290,4189.2136,2535.0
1087,1522.0188,3957.0
1595,1288.9888,1325.0
2561,649.155,702.0
7154,3835.008,3392.0
877,1929.4884,1487.0
5278,878.856,677.0
4065,1845.5976,2740.0
2595,503.3448,-642.0
3845,2101.2648,2864.0
8184,4731.1748,3847.0
12,1589.2646,2436.0
1631,628.5152,722.0
3297,1938.8096,3562.0
1635,3131.9232,2265.0
4814,4538.0928,3318.0
3056,1749.7224,1460.0
5186,2799.689,1718.0
6978,533.3058,1238.0
4448,181.0976,750.0
7282,194.4136,1051.0
4283,3560.6984,2073.0
3364,2241.0828,2169.0
3740,91.8804,-988.0
2117,2388.2246,2242.0
4005,5070.7328,2721.0
3330,632.51,1987.0
5215,980.0576,931.0
8187,864.2084,1405.0
2500,3057.3536,2765.0
6344,242.3512,1801.0
5241,531.3084,728.0
7762,778.986,1214.0
7782,2345.6134,2861.0
2757,988.713,1237.0
4440,230.3668,1830.0
4259,1596.5884,2443.0
7196,1701.7848,1361.0
3071,3691.1952,2572.0
7983,2552.6772,2334.0
5557,559.272,776.0
2979,479.376,715.0
2263,633.8416,804.0
4295,3075.996,2621.0
3031,2103.928,4031.0
5642,5978.2182,3562.0
1133,2684.5056,3484.0
5851,1265.02,1745.0
5194,3946.8624,3584.0
6444,3844.995,3792.0
839,2857.6136,1608.0
1971,5033.448,4211.0
7432,280.9676,491.0
3865,175.7712,660.0
6437,249.0092,1934.0
2007,2914.8724,3652.0
4211,2025.3636,1729.0
2307,2740.4328,2936.0
8024,1772.3596,1308.0
4147,374.1796,813.0
2190,934.7832,675.0
2505,3846.9924,3403.0
5888,1965.4416,2581.0
5965,4396.9432,2671.0
2577,846.8976,1938.0
7915,2442.1544,1503.0
8332,575.2512,978.0
5192,44.6086,-1156.0
1545,677.1186,1482.0
7276,1537.998,1892.0
1817,4410.2592,3045.0
7829,5283.123,4604.0
3226,4604.6728,2705.0
1584,1099.9016,2573.0
2495,2372.9112,1190.0
3762,196.411,-1367.0
1869,1518.024,1650.0
5359,4119.9704,2511.0
7942,3237.1196,3828.0
6,343.5528,1020.0
5384,4012.7766,2878.0
4191,1240.3854,868.0
5084,1576.6144,1981.0
816,1203.1006,1505.0
2159,164.4526,696.0
7568,379.506,1047.0
7809,1342.2528,1631.0
4089,2649.2182,1977.0
6985,2777.7176,2704.0
8,1076.5986,1493.0
7287,217.7166,1472.0
5138,3185.1872,4794.0
2064,1185.7898,1199.0
1777,2609.936,2945.0
1178,796.2968,966.0
2477,4042.7376,2989.0
8248,423.4488,734.0
543,1398.18,1973.0
1744,939.4438,1019.0
2426,4278.4308,3427.0
2043,1637.868,1518.0
4677,1186.4556,1790.0
1036,1693.7952,2149.0
1637,3056.022,2640.0
299,2364.9216,1607.0
1185,822.263,755.0
3461,1022.6688,3986.0
4809,3440.8544,3106.0
3402,2580.6408,2004.0
5164,3263.7516,3290.0
9,4710.535,2897.0
5569,4165.2448,3933.0
6044,308.9312,513.0
2657,4016.1056,2511.0
3958,2085.9514,2528.0
4680,2251.0698,1478.0
4070,2117.244,2758.0
5801,3179.8608,4169.0
5257,2334.9606,1799.0
3568,540.6296,695.0
149,1969.4364,1848.0
5832,192.4162,932.0
3787,3271.7412,4050.0
5420,3179.195,3073.0
5790,247.0118,1817.0
7701,4673.916,4020.0
6192,922.7988,2407.0
3688,1454.1072,1526.0
6614,406.138,780.0
3139,1757.712,1825.0
1666,512.666,661.0
3279,3219.8088,2008.0
1045,2187.153,2374.0
7863,2796.36,1772.0
8166,679.116,955.0
7589,1960.1152,2025.0
3784,3109.9518,1907.0
5149,1459.4336,1625.0
7085,4482.1656,4053.0
4960,974.0654,1399.0
7898,790.9704,2287.0
623,647.8234,1251.0
862,2014.7108,1976.0
706,97.2068,-142.0
420,291.6204,-432.0
7591,4339.0186,3548.0
6239,656.4788,669.0
1199,519.324,661.0
1897,972.068,839.0
193,467.3916,670.0
1846,339.558,592.0
7911,2450.144,2064.0
1925,6114.7072,3171.0
7561,388.1614,938.0
4736,945.436,1186.0
5352,2586.633,3224.0
4461,1174.4712,2764.0
1209,169.779,718.0
2071,210.3928,1520.0
6194,2527.3768,1515.0
7197,2247.7408,2172.0
6507,493.3578,645.0
1246,1619.2256,1644.0
6165,176.437,968.0
5080,980.0576,1019.0
229,3101.2964,3872.0
5987,2956.152,2038.0
7741,2078.6276,2231.0
4443,1859.5794,1661.0
2952,2406.867,2585.0
3788,1621.8888,1749.0
3837,1435.4648,1618.0
4230,3369.6138,2480.0
381,1318.284,1951.0
7221,255.6672,2178.0
1972,1120.5414,1148.0
7877,503.3448,715.0
8486,45.2744,-1066.0
8298,2889.572,1654.0
4081,5866.3638,3707.0
4878,2246.4092,2169.0
7586,5404.9644,3661.0
1336,1981.4208,1854.0
1780,3629.2758,2222.0
7508,352.874,744.0
2796,171.7764,-400.0
1235,3235.788,2449.0
136,5262.4832,3688.0
316,886.8456,2414.0
853,3057.3536,2807.0
7253,1258.362,1547.0
4009,89.883,-356.0
1871,3078.6592,2851.0
4823,2376.906,2649.0
8297,1607.907,1500.0
3832,5053.422,2489.0
3802,2889.572,2214.0
246,3440.8544,2560.0
4482,3235.788,3283.0
7313,3068.0064,2285.0
7895,5100.028,3586.0
7799,3197.1716,3517.0
7678,2876.256,1636.0
1156,708.4112,1696.0
1284,3014.7424,2763.0
3350,3281.0624,1815.0
3090,2541.3586,3196.0
6983,357.5346,176.0
7371,1711.106,2745.0
898,3047.3666,2179.0
2063,1779.0176,1625.0
1775,2748.4224,2624.0
8115,579.246,776.0
8127,6008.1792,3848.0
5270,183.095,746.0
7416,185.0924,-438.0
6530,1324.2762,1358.0
7869,2626.581,2452.0
5917,1709.1086,1670.0
1426,1142.5128,1651.0
7426,1406.1696,1266.0
5693,61.2536,-758.0
1997,306.268,1148.0
6201,3025.3952,2842.0
8196,1186.4556,3048.0
5058,4504.8028,5047.0
581,275.6412,1463.0
8082,612.536,2481.0
4623,1038.648,2499.0
4484,1901.5248,2546.0
2868,527.9794,610.0
6883,150.4708,-689.0
7649,834.9132,755.0
3729,3408.896,3104.0
5443,162.4552,869.0
6697,5890.9984,3349.0
2886,1185.124,962.0
3601,2527.3768,1714.0
6014,1264.3542,2268.0
4172,1629.8784,2507.0
3127,2073.3012,1796.0
2723,5901.6512,4033.0
2622,4920.9278,3911.0
5939,4040.7402,2862.0
3032,2458.1336,2939.0
948,2416.854,3762.0
1983,2709.806,1977.0
3706,4452.8704,4631.0
2476,2332.2974,2319.0
7780,5592.72,4599.0
5313,750.3566,1672.0
3094,2694.4926,3381.0
2684,1335.5948,1133.0
5921,926.7936,653.0
5636,312.926,585.0
7599,334.2316,822.0
5640,444.7544,1732.0
5873,2422.1804,2298.0
3344,1277.0044,2831.0
7652,1062.6168,1091.0
2693,3408.896,3803.0
3935,551.2824,876.0
1222,1618.5598,3504.0
3289,715.0692,3804.0
5038,4795.0916,2866.0
3929,2603.278,2490.0
5254,3974.826,3880.0
7305,263.6568,213.0
7355,80.5618,-566.0
5804,150.4708,564.0
322,958.752,1169.0
7520,1134.5232,1628.0
4288,2098.6016,1888.0
749,1757.712,2416.0
1854,113.186,-121.0
7510,3056.022,2667.0
5782,2117.244,2783.0
1108,1606.5754,1452.0
464,4466.1864,2533.0
8340,5296.439,2428.0
87,3285.723,3369.0
6320,2526.711,2351.0
2938,798.96,1798.0
2820,1306.2996,3359.0
761,323.5788,1658.0
7950,1897.53,1525.0
7974,1830.95,2922.0
4536,652.484,857.0
6343,1593.9252,1473.0
5570,3844.995,1706.0
8042,2988.1104,3660.0
6313,1278.336,1345.0
8358,121.1756,-15.0
6794,2884.2456,2251.0
6596,1705.1138,1947.0
6811,75.9012,-613.0
5160,458.0704,1736.0
7811,4170.5712,2440.0
396,3707.1744,3703.0
1613,4288.4178,3214.0
875,2808.3444,2184.0
8066,4171.9028,2572.0
6902,4713.864,3224.0
7704,709.077,2181.0
4303,1166.4816,2357.0
7291,5492.85,2872.0
2041,633.8416,931.0
1026,4207.856,4007.0
3856,2014.045,2876.0
4720,592.562,1000.0
2335,3089.312,2367.0
1944,3153.2288,3138.0
560,958.752,1558.0
3746,1569.9564,2822.0
3381,838.908,2271.0
7946,3795.06,2765.0
709,1619.2256,1617.0
2614,1279.0018,1019.0
8171,222.3772,1813.0
565,2863.6058,3797.0
7622,291.6204,439.0
1919,1482.0708,1690.0
1787,724.3904,2928.0
6435,3563.3616,2348.0
7308,1428.141,2050.0
1620,1537.998,939.0
8316,2363.59,1545.0
1790,4111.9808,3937.0
6962,3946.8624,2644.0
6384,3387.5904,2749.0
1617,311.5944,482.0
3217,1530.6742,2392.0
3589,265.6542,508.0
6659,3004.0896,3877.0
1418,4570.0512,3224.0
3821,1686.4714,1611.0
6757,2807.0128,2602.0
2360,1404.838,2187.0
282,2125.2336,2671.0
691,759.012,1941.0
7523,2609.936,2531.0
4202,322.913,943.0
4933,5888.3352,2705.0
8111,363.5268,1026.0
806,2037.348,2436.0
930,743.0328,1060.0
8199,2748.4224,3376.0
3803,3797.7232,3560.0
7886,1857.582,1755.0
7234,1174.4712,2218.0
4779,1669.8264,1536.0
2764,1737.738,1984.0
1952,554.6114,1458.0
2256,1717.764,1930.0
1345,2931.5174,2682.0
4989,1569.9564,1419.0
6921,370.1848,1119.0
767,2432.8332,1351.0
3707,810.9444,897.0
4769,4206.5244,3581.0
7912,1958.1178,1933.0
8338,3914.904,2045.0
2937,2285.0256,2910.0
5296,3159.8868,3395.0
4549,679.116,1118.0
6423,569.259,2657.0
5818,2576.646,2245.0
2669,3990.8052,3434.0
1974,4548.0798,2581.0
6988,1556.6404,1829.0
6586,1713.7692,1552.0
5849,4287.752,2275.0
1417,2768.3964,2946.0
6994,4976.855,4463.0
195,540.6296,742.0
7098,2748.4224,3187.0
7602,198.4084,-229.0
4649,4530.1032,2428.0
205,327.5736,-550.0
2715,169.1132,-451.0
7421,3575.346,3530.0
338,1992.0736,1915.0
7066,898.83,1942.0
7724,1491.392,2925.0
4767,4314.384,3609.0
2880,1808.9786,2383.0
2449,93.212,-345.0
5406,1665.8316,1620.0
6845,4804.4128,3232.0
3984,591.8962,1274.0
5454,3094.6384,3095.0
5766,243.6828,46.0
513,219.714,830.0
8428,2094.6068,3011.0
7146,1374.2112,1683.0
2405,2109.2544,1781.0
34,2085.2856,2815.0
117,2542.0244,1868.0
2118,780.3176,3035.0
955,1547.3192,1775.0
2766,452.744,41.0
6888,203.7348,502.0
8442,38.6164,-1136.0
6110,1146.5076,2955.0
2625,2812.3392,1803.0
1369,1985.4156,2305.0
2819,945.436,863.0
7195,1830.95,2641.0
5868,2696.49,2436.0
8173,1686.4714,1733.0
2167,1065.28,1700.0
4657,1047.3034,1316.0
5397,61.9194,-634.0
3912,3036.048,3874.0
1936,958.752,1456.0
6734,539.298,1126.0
6975,966.7416,1087.0
5398,3681.874,3860.0
1230,372.848,1226.0
8495,4314.384,2570.0
4414,3435.528,3652.0
2154,3542.7218,3066.0
5822,1860.2452,1468.0
1146,805.618,1164.0
5068,3004.0896,2985.0
8131,4729.8432,4132.0
7424,1510.0344,1141.0
3909,2184.4898,1866.0
1730,3419.5488,3377.0
897,1320.9472,2629.0
7604,2263.72,1687.0
2125,1076.5986,1796.0
7961,6208.585,3507.0
7171,3728.48,4035.0
5961,2500.7448,2888.0
4390,683.1108,1691.0
1239,4244.475,3741.0
2719,3411.5592,2614.0
8314,4853.682,2702.0
388,717.7324,2152.0
845,996.0368,3640.0
8049,731.0484,690.0
6501,2950.1598,2163.0
2270,695.0952,1678.0
6521,1701.7848,1502.0
3965,755.0172,724.0
4402,2021.3688,2901.0
3292,1780.3492,1966.0
3664,1318.284,1598.0
4313,4541.4218,3761.0
3483,223.7088,-121.0
3516,4633.968,4061.0
3549,1977.426,1863.0
7057,1973.4312,2881.0
271,2093.2752,3929.0
4958,5359.69,3545.0
7461,759.6778,1601.0
4554,96.541,-124.0
5597,3001.4264,3290.0
4088,1629.8784,1521.0
7209,3199.8348,1790.0
2121,1605.9096,2684.0
7988,1587.933,1624.0
4574,2303.668,1841.0
3638,4595.3516,2892.0
6067,2197.14,1597.0
1548,660.4736,583.0
5412,3705.8428,2626.0
5530,1704.448,1410.0
3921,2900.2248,3736.0
5432,2852.2872,1586.0
790,2790.3678,3685.0
7321,1651.184,2634.0
1942,3105.957,3290.0
5314,750.3566,1866.0
580,1045.306,1766.0
4662,2342.9502,1582.0
627,4042.7376,2077.0
1672,1024.6662,1974.0
2282,6439.6176,3473.0
7385,4234.488,2751.0
2240,452.744,912.0
5190,4026.7584,3577.0
3755,3036.048,2002.0
965,5469.547,4045.0
3493,535.969,1574.0
1767,3142.576,3009.0
8417,2336.2922,1260.0
2656,1281.665,4000.0
6471,1534.0032,3942.0
5304,3162.55,1394.0
8388,2155.1946,2392.0
2310,2067.309,3458.0
6573,176.437,671.0
7881,469.389,384.0
2872,796.9626,701.0
561,81.2276,-1077.0
8505,2117.244,3216.0
6760,1470.0864,1797.0
2830,6231.888,3555.0
5886,1390.1904,2402.0
4114,309.597,1500.0
449,2486.763,2015.0
4874,498.0184,1919.0
8035,3499.4448,2454.0
7525,2175.1686,3549.0
7718,4942.8992,2651.0
1383,2988.1104,2660.0
1896,5523.4768,3630.0
7218,886.8456,1083.0
2780,2117.244,1664.0
5678,2025.3636,2620.0
2685,2367.5848,2793.0
6602,1491.392,2228.0
2274,703.0848,1542.0
2407,71.9064,-1175.0
4036,4068.038,2462.0
5816,5752.512,4177.0
7995,4037.4112,3780.0
6168,2961.4784,3049.0
1194,5351.0346,3042.0
6769,3205.827,4513.0
5646,1208.427,1852.0
6850,3016.7398,1982.0
7142,2364.9216,2413.0
